"persid","participant_wt","age","sex","ses","dem_index","work_status","age_group_scen","age_group_2","occupation_cat","industry_cat","work_full","study_full","mod_total_hr","vig_total_hr","mod_leis_hr","vig_leis_hr","mod_work_hr","vig_work_hr","walk_rc","walk_trans","walk_base","pa_guide_adults","pa_guide_older_adults","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_scen","scen"
"Y18H3100312P01",97.61,62,"male",10,19,"employed","60 to 64",62,"Professionals","Health Care and Social Assistance","Yes",NA,0,0,0,0,0,0,3,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100312P02",96.09,55,"female",10,18,"employed","55 to 59",57,"Professionals","Information Media and Telecommunications","No",NA,0,0,0,0,0,0,2,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100316P01",113.45,78,"female",10,26,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,3,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100316P02",154.2,25,"male",10,5,"employed","25 to 29",27,"Community and Personal Service Workers","Accommodation and Food Services","Yes",NA,1,0,0,0,1,0,5,0,"No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100317P01",111.87,43,"male",10,11,"employed","40 to 44",42,"Professionals","Manufacturing","Yes",NA,2.5,1,2.5,1,0,0,3,0,"No","No","No",11.0833333333333,58.72,0,0,0,0,0,0,0,0,9.91666666666667,54.71,0,0,0,0,0,0,2.55181818181818,4.01,"No","all_0_5"
"Y18H3100317P02",108.33,40,"female",10,12,"employed","40 to 44",42,"Professionals","Education and Training","Yes",NA,5,4,4,4,1,0,4,0,"No","No","No",12.8333333333333,45.18,0,0,0,0,0,0,0,0,6.41666666666667,29.83,0,0,0,0,0,0,9.76818181818182,15.35,"No","all_0_5"
"Y18H3100318P01",118.8,78,"male",10,25,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,1.5,9,"Yes","No","No",5.25,16.5,4.66666666666667,3.44,0,0,0,0,0,0,5.25,16.5,4.66666666666667,3.44,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100318P02",115.04,77,"female",10,26,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,2,0,2,0,0,0,3,0,"No","No","No",5.25,16.93,0,0,0,0,0,0,0,0,5.25,16.93,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100318P03",108.87,49,"female",10,14,"employed","45 to 49",47,"Professionals","Education and Training","Yes",NA,0,0,0,0,0,0,0.166666666666667,0,"No","No","No",0.583333333333333,1.03,0,0,0,0,0,0,2.33333333333333,1.15,0,0,0,0,0,0,0,0,2.98878787878788,2.18,"No","all_0_5"
"Y18H3100320P01",243.64,79,"female",10,26,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",2.33333333333333,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96636363636364,3.09,"No","all_0_5"
"Y18H3100320P02",199.95,61,"female",10,20,"employed","60 to 64",62,"Machinery Operators and Drivers","Retail Trade","No",NA,10,0,0,0,10,0,0.5,2,"Yes","Yes","No",1.16666666666667,1.56,7,2.08,0,0,0,0,0,0,0,0,7,2.08,0,0,0,0,0.992727272727273,1.56,"Yes","all_0_5"
"Y18H3100321P01",219,66,"male",10,21,"employed","65 to 69",67,"Professionals","Health Care and Social Assistance","Yes",NA,4,0,4,0,0,0,5,5,"Yes","No","Yes",5.6,16.38,8.75,3.66,0,0,0,0,0,0,4.66666666666667,15.67,8.75,3.66,0,0,0,0,0.451818181818182,0.71,"Yes","all_0_5"
"Y18H3100321P02",227.63,58,"female",10,18,"employed","55 to 59",57,"Professionals","Retail Trade","Yes",NA,1.5,3,1.5,3,0,0,1.5,2.33333333333333,"Yes","No","No",0,0,8.75,3.66,0,0,0,0,0,0,0,0,8.75,3.66,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100321P03",376.46,28,"male",10,5,"employed","25 to 29",27,"Professionals","Arts and Recreation Services","No",NA,42,2,2,2,40,0,4,3,"Yes","Yes","No",4.08333333333333,12.27,8.75,3.66,0,0,0,0,0,0,4.08333333333333,12.27,8.75,3.66,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100324P01",111.87,41,"male",10,11,"employed","40 to 44",42,"Managers","Retail Trade","Yes",NA,0,5,0,5,0,0,0,1,"Yes","No","Yes",14,66.96,1.75,0.71,0,0,0,0,0,0,14,66.96,1.75,0.71,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100324P02",119.47,37,"female",10,10,"employed","35 to 39",37,"Professionals","Professional, Scientific and Technical Services","Yes",NA,1,0,1,0,0,0,2.25,0.166666666666667,"Yes","No","No",7,14.65,1.75,0.71,0,0,0,0,0,0,7,14.65,1.75,0.71,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100325P01",97.64,63,"male",10,19,"employed","60 to 64",62,"Community and Personal Service Workers","Accommodation and Food Services","No",NA,2.5,0,2.5,0,0,0,0.5,0,"No","No","No",14.5833333333333,88.01,0,0,0,0,0,0,0,0,14.5833333333333,88.01,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100328P01",265.09,47,"female",10,14,"employed","45 to 49",47,"Clerical and Administrative Workers","Financial and Insurance Services","Yes",NA,0,2,0,2,0,0,7,0,"No","Yes","Yes",2.33333333333333,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04363636363636,1.64,"No","all_0_5"
"Y18H3100333P01",97.61,64,"male",10,19,"employed","60 to 64",62,"Labourers","Manufacturing","Yes",NA,0.75,2,0.75,2,0,0,1.5,0.333333333333333,"Yes","Yes","Yes",1.16666666666667,1.84,1.75,1.54,0,0,0,0,0,0,0,0,1.75,1.54,0,0,0,0,1.17090909090909,1.84,"Yes","all_0_5"
"Y18H3100336P01",117.67,38,"female",10,10,"employed","35 to 39",37,"Clerical and Administrative Workers","Financial and Insurance Services","Yes",NA,4,0,4,0,0,0,5,2,"Yes","Yes","Yes",0,0,3.5,2.82,0,0,0,0,9.33333333333333,21.57,0,0,3.5,2.82,0,0,0,0,9.33333333333333,21.57,"Yes","all_0_5"
"Y18H3100336P02",121.51,34,"male",10,7,"employed","30 to 34",32,"Professionals","Construction","Yes",NA,15,0,0,0,15,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100339P01",96.12,59,"female",10,18,"employed","55 to 59",57,"Professionals","Health Care and Social Assistance","Yes",NA,0,0,0,0,0,0,8,0,"No","No","Yes",5.25,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58818181818182,7.21,"No","all_0_5"
"Y18H3100340P01",120.04,38,"female",10,10,"unemployed","35 to 39",37,"Not in Work Force","Not in Work Force","No",NA,4,3,4,3,0,0,6,0,"No","Yes","Yes",4.08333333333333,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19363636363636,6.59,"No","all_0_5"
"Y18H3100341P01",218.48,54,"female",10,16,"employed","50 to 54",52,"Clerical and Administrative Workers","Health Care and Social Assistance","No",NA,0.5,0,0.5,0,0,0,0,1,"Yes","No","No",4.08333333333333,11.81,1.63333333333333,1.42,0,0,0,0,0,0,4.08333333333333,11.81,1.63333333333333,1.42,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100404P01",106.07,46,"female",9,14,"employed","45 to 49",47,"Managers","Professional, Scientific and Technical Services","No","Full time",1,0.5,1,0.5,0,0,0,2,"Yes","No","No",0,0,2.91666666666667,1.18,0,0,0,0,0,0,0,0,2.91666666666667,1.18,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100405P01",96.68,57,"male",9,17,"employed","55 to 59",57,"Professionals","Other Services","Yes",NA,2.25,0,2.25,0,0,0,2,0,"No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100405P02",93.62,52,"female",9,16,"employed","50 to 54",52,"Managers","Construction","Yes",NA,3,3,3,3,0,0,0,1,"Yes","No","No",0,0,1.4,0.9,5.83333333333333,10.97,0,0,0,0,0,0,1.4,0.9,5.83333333333333,10.97,0,0,0,0,"Yes","all_0_5"
"Y18H3100406P01",310.48,59,"male",9,17,"employed","55 to 59",57,"Machinery Operators and Drivers","Retail Trade","Yes",NA,3,0.5,3,0.5,0,0,12,0,"No","Yes","Yes",18.6666666666667,83.04,0,0,0,0,0,0,0,0,13.4166666666667,71.93,0,0,0,0,0,0,7.07,11.11,"No","all_0_5"
"Y18H3100408P01",149.28,26,"male",9,5,"unemployed","25 to 29",27,"Not in Work Force","Not in Work Force","No","Full time",0,0,0,0,0,0,0.833333333333333,2.5,"Yes","No","Yes",0,0,2.91666666666667,1.64,0,0,0,0,0,0,0,0,2.91666666666667,1.64,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100411P01",93.65,57,"female",9,18,"employed","55 to 59",57,"Professionals","Health Care and Social Assistance","No","Part time",1.16666666666667,1,1,1,0.166666666666667,0,1.5,0,"No","No","Yes",25.55,160.74,0,0,0,0,0,0,0,0,20.7666666666667,151.25,0,0,0,0,0,0,6.03909090909091,9.49,"No","all_0_5"
"Y18H3100414P01",460.75,36,"male",9,9,"employed","35 to 39",37,"Professionals","Financial and Insurance Services","Yes",NA,15.25,8.41666666666667,1.25,0.416666666666667,14,8,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100415P01",107.34,48,"male",9,13,"employed","45 to 49",47,"Community and Personal Service Workers","Accommodation and Food Services","No",NA,0,3,0,3,0,0,1,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100415P02",144.55,25,"female",9,6,"employed","25 to 29",27,"Community and Personal Service Workers","Accommodation and Food Services","No","Part time",2,0,2,0,0,0,0.333333333333333,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100416P01",119.14,32,"male",9,7,"employed","30 to 34",32,"Professionals","Education and Training","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,6.41666666666667,9.47,0,0,0,0,0,0,0,0,6.41666666666667,9.47,"No","all_0_5"
"Y18H3100416P02",115.37,30,"female",9,8,"employed","30 to 34",32,"Community and Personal Service Workers","Other Services","Yes",NA,0,0,0,0,0,0,0,7,"Yes","No","Yes",0,0,6.18333333333333,2.62,5.83333333333333,12.06,0,0,0,0,0,0,6.18333333333333,2.62,5.83333333333333,12.06,0,0,0,0,"Yes","all_0_5"
"Y18H3100420P01",464.62,29,"female",9,6,"employed","25 to 29",27,"Clerical and Administrative Workers","Public Administration and Safety","Yes",NA,2.5,1,0,0,2.5,1,0,2.5,"Yes","No","No",0,0,9.91666666666667,7.06,2.91666666666667,8.8,0,0,0,0,0,0,9.91666666666667,7.06,2.91666666666667,8.8,0,0,0,0,"Yes","all_0_5"
"Y18H3100421P01",323.48,59,"male",9,17,"employed","55 to 59",57,"Machinery Operators and Drivers","Transport, Postal and Warehousing","No",NA,0,3,0,3,0,0,2,0,"No","No","Yes",19.8333333333333,41.13,0,0,0,0,0,0,0,0,11.6666666666667,29.29,0,0,0,0,0,0,7.53454545454546,11.84,"No","all_0_5"
"Y18H3100423P01",114.15,76,"male",8,25,"employed","75 to 79",77,"Community and Personal Service Workers","Other Services","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",13.7666666666667,40.89,0,0,0,0,0,0,0,0,11.4333333333333,34.05,0,0,0,0,0,0,4.35272727272727,6.84,"No","all_0_5"
"Y18H3100426P01",106.04,49,"female",8,14,"employed","45 to 49",47,"Professionals","Education and Training","No",NA,0,0,0,0,0,0,3.33333333333333,0,"No","No","Yes",13.4166666666667,47.9,0,0,0,0,0,0,0,0,13.4166666666667,47.9,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100426P02",152.29,20,"male",8,3,"unemployed","20 tp 24",22,"Not in Work Force","Not in Work Force","No","Full time",0,0,0,0,0,0,0.25,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100428P01",323.48,59,"male",8,17,"employed","55 to 59",57,"Labourers","Construction","Yes",NA,2,1,0,0,2,1,0,2,"Yes","No","No",0,0,7.58333333333333,4.2,0,0,0,0,0,0,0,0,7.58333333333333,4.2,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100428P02",307.71,55,"female",8,18,"employed","55 to 59",57,"Community and Personal Service Workers","Health Care and Social Assistance","Yes",NA,6,1,1,1,5,0,7,11,"Yes","Yes","Yes",0,0,7.58333333333333,4.2,0,0,0,0,0,0,0,0,7.58333333333333,4.2,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100431P01",96.22,55,"male",8,17,"employed","55 to 59",57,"Professionals","Health Care and Social Assistance","Yes",NA,35,2,3,0,32,2,1,1.16666666666667,"Yes","No","No",0,0,1.51666666666667,0.82,2.33333333333333,8.46,0,0,3.5,5.09,0,0,1.51666666666667,0.82,2.33333333333333,8.46,0,0,3.5,5.09,"Yes","all_0_5"
"Y18H3100431P02",151.57,21,"male",8,3,"employed","20 tp 24",22,"Professionals","Education and Training","Yes",NA,27,17,2,2,25,15,0.5,0,"No","No","No",0,0,0,0,0,0,0,0,2.33333333333333,3.44,0,0,0,0,0,0,0,0,2.33333333333333,3.44,"No","all_0_5"
"Y18H3100433P01",147.47,24,"female",8,4,"employed","20 tp 24",22,"Managers","Professional, Scientific and Technical Services","Yes",NA,0,2,0,2,0,0,1,0,"No","No","No",5.83333333333333,19.89,0,0,0,0,0,0,0,0,3.5,14.59,0,0,0,0,0,0,3.37272727272727,5.3,"No","all_0_5"
"Y18H3100433P02",152.29,24,"male",8,3,"employed","20 tp 24",22,"Technicians and Trades Workers","Construction","Yes",NA,2.5,0,2.5,0,0,0,0,0,"No","Yes","Yes",16.3333333333333,73.78,0,0,0,0,0,0,0,0,14,68.48,0,0,0,0,0,0,3.37272727272727,5.3,"No","all_0_5"
"Y18H3100438P01",96.22,59,"male",8,17,"employed","55 to 59",57,"Technicians and Trades Workers","Information Media and Telecommunications","Yes",NA,4,35,0,0,4,35,10,0,"No","No","Yes",12.25,25.28,0,0,0,0,0,0,0,0,11.0833333333333,24.54,0,0,0,0,0,0,0.470909090909091,0.74,"No","all_0_5"
"Y18H3100440P01",116.95,32,"female",8,8,"employed","30 to 34",32,"Professionals","Rental, Hiring and Real Estate Services","Yes",NA,0,1,0,1,0,0,1,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100440P02",120.77,30,"male",8,7,"employed","30 to 34",32,"Technicians and Trades Workers","Electricity, Gas, Water and Waste Services","Yes",NA,17,2,2,2,15,0,1,3,"Yes","No","No",0,0,4.08333333333333,2.84,6.41666666666667,10.16,0,0,0,0,0,0,4.08333333333333,2.84,6.41666666666667,10.16,0,0,0,0,"Yes","all_0_5"
"Y18H3100504P01",114.38,56,"male",1,17,"unemployed","55 to 59",57,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",9.33333333333333,18.02,0,0,0,0,0,0,0,0,9.33333333333333,18.02,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100504P02",110.76,50,"female",1,16,"unemployed","50 to 54",52,"Not in Work Force","Not in Work Force","No","Part time",0,0,0,0,0,0,2,2,"Yes","No","Yes",0,0,4.08333333333333,0.93,9.91666666666667,24.64,0,0,0,0,0,0,4.08333333333333,0.93,9.91666666666667,24.64,0,0,0,0,"Yes","all_0_5"
"Y18H3100504P03",174.47,22,"female",1,4,"unemployed","20 tp 24",22,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,2,"Yes","No","No",0,0,6.76666666666667,2.79,11.3166666666667,28.34,0,0,0,0,0,0,6.76666666666667,2.79,11.3166666666667,28.34,0,0,0,0,"Yes","all_0_5"
"Y18H3100504P04",135.23,19,"female",1,2,"unemployed","15 to 19",17,"Not in Work Force","Not in Work Force","No","Full time",5,10,5,10,0,0,2,0.666666666666667,"Yes","Yes","Yes",0,0,1.98333333333333,1.78,0.35,1.49,0,0,0,0,0,0,1.98333333333333,1.78,0.35,1.49,0,0,0,0,"Yes","all_0_5"
"Y18H3100506P01",249.75,68,"female",1,22,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100506P02",408.63,34,"male",1,7,"employed","30 to 34",32,"Professionals","Health Care and Social Assistance","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100506P03",262.55,69,"male",1,21,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,2.33333333333333,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100509P01",110.95,63,"male",1,19,"employed","60 to 64",62,"Labourers","Construction","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",14,22.53,0,0,0,0,0,0,0,0,14,22.53,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100509P02",109.23,59,"female",1,18,"unemployed","55 to 59",57,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100509P03",136.45,30,"female",1,8,"employed","30 to 34",32,"Community and Personal Service Workers","Health Care and Social Assistance","Yes",NA,7,0,7,0,0,0,5.33333333333333,0,"No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100511P01",132.56,78,"female",1,26,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100511P02",110.76,54,"female",1,16,"unemployed","50 to 54",52,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100513P01",319.92,74,"male",1,23,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,2.5,4.66666666666667,"Yes","No","Yes",5.83333333333333,20.68,2.33333333333333,1.58,0,0,0,0,0,0,4.66666666666667,16.52,2.33333333333333,1.58,0,0,0,0,2.64727272727273,4.16,"Yes","all_0_5"
"Y18H3100513P02",249.75,60,"female",1,20,"employed","60 to 64",62,"Labourers","Administrative and Support Services","No",NA,20,0,0,0,20,0,0,2,"Yes","No","No",5.83333333333333,20.68,2.33333333333333,1.58,0,0,0,0,0,0,4.66666666666667,16.52,2.33333333333333,1.58,0,0,0,0,2.64727272727273,4.16,"Yes","all_0_5"
"Y18H3100513P03",388.7,37,"female",1,10,"employed","35 to 39",37,"Technicians and Trades Workers","Education and Training","Yes",NA,0,0,0,0,0,0,1,0,"No","No","No",18.6666666666667,67.66,0,0,0,0,0,0,0,0,17.5,64.17,0,0,0,0,0,0,2.22090909090909,3.49,"No","all_0_5"
"Y18H3100515P01",106.76,66,"female",1,22,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100518P01",108.94,65,"female",1,22,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,15,15,"Yes","No","Yes",0,0,3.5,0.97,0,0,0,0,0,0,0,0,3.5,0.97,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100520P01",262.55,64,"male",1,19,"employed","60 to 64",62,"Machinery Operators and Drivers","Manufacturing","No",NA,0,0,0,0,0,0,0,0,"No","No","No",8.75,38.55,0,0,0,0,0,0,0,0,8.75,38.55,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100520P02",249.75,62,"female",1,20,"employed","60 to 64",62,"Community and Personal Service Workers","Education and Training","No",NA,0,0,0,0,0,0,0,0,"No","No","No",5.25,29.63,0,0,0,0,0,0,0,0,5.25,29.63,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100520P03",451.33,29,"male",1,5,"employed","25 to 29",27,"Managers","Financial and Insurance Services","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100521P01",273.54,61,"male",1,19,"employed","60 to 64",62,"Community and Personal Service Workers","Public Administration and Safety","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",2.33333333333333,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06818181818182,3.25,"No","all_0_5"
"Y18H3100521P02",284.33,59,"female",1,18,"employed","55 to 59",57,"Clerical and Administrative Workers","Financial and Insurance Services","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",3.5,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60090909090909,7.23,"No","all_0_5"
"Y18H3100521P03",447.3,25,"female",1,6,"employed","25 to 29",27,"Professionals","Health Care and Social Assistance","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",3.5,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,9.13,"No","all_0_5"
"Y18H3100523P01",109.23,51,"female",1,16,"employed","50 to 54",52,"Not in Work Force","Not in Work Force","Yes",NA,0,0,0,0,0,0,1.16666666666667,0,"No","No","No",1.75,5.69,0,0,0,0,0,0,0,0,1.75,5.69,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100523P02",107.44,63,"female",1,20,"unemployed","60 to 64",62,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100526P01",142.84,32,"male",1,7,"employed","30 to 34",32,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100526P02",138.32,34,"female",1,8,"employed","30 to 34",32,"Professionals","Health Care and Social Assistance","No",NA,0,1.5,0,1.5,0,0,1.5,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100527P01",319.92,87,"male",1,29,"unemployed","85 +",87,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100528P01",447.3,29,"female",1,6,"employed","25 to 29",27,"Labourers","Other Services","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100528P02",425.74,37,"male",1,9,"unemployed","35 to 39",37,"Not in Work Force","Not in Work Force","No",NA,5,0,5,0,0,0,5,2.5,"Yes","No","Yes",0,0,7.46666666666667,6.25,16.8,38.5,0,0,0,0,0,0,7.46666666666667,6.25,16.8,38.5,0,0,0,0,"Yes","all_0_5"
"Y18H3100530P01",140.91,35,"male",1,9,"employed","35 to 39",37,"Professionals","Professional, Scientific and Technical Services","Yes",NA,5,1.66666666666667,5,1.66666666666667,0,0,0,10,"Yes","Yes","Yes",0,0,5.01666666666667,4.04,9.56666666666667,36.34,0,0,0,0,0,0,5.01666666666667,4.04,9.56666666666667,36.34,0,0,0,0,"Yes","all_0_5"
"Y18H3100530P02",140.91,34,"male",1,7,"employed","30 to 34",32,"Managers","Retail Trade","Yes",NA,4.5,1,4.5,1,0,0,1.5,0.666666666666667,"Yes","No","No",0,0,1.75,1.15,0,0,0,0,0,0,0,0,1.75,1.15,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100533P01",110.72,50,"female",1,16,"employed","50 to 54",52,"Labourers","Agriculture, Forestry and Fishing","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",2.33333333333333,9.07,0,0,0,0,0,0,0,0,2.33333333333333,9.07,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100533P02",180.12,28,"male",1,5,"employed","25 to 29",27,"Managers","Financial and Insurance Services","Yes",NA,5,1,5,1,0,0,0,3.55,"Yes","Yes","Yes",7,12.77,3.5,3.22,0,0,0,0,0,0,3.5,11.16,3.5,3.22,0,0,0,0,1.02454545454545,1.61,"Yes","all_0_5"
"Y18H3100533P03",174.41,25,"female",1,6,"unemployed","25 to 29",27,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",2.21666666666667,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09636363636364,9.58,"No","all_0_5"
"Y18H3100537P01",107.44,63,"female",1,20,"unemployed","60 to 64",62,"Not in Work Force","Not in Work Force","No",NA,0.5,0,0.5,0,0,0,3,0.75,"Yes","No","Yes",19.7166666666667,76.13,0.583333333333333,0.06,0,0,0,0,0,0,18.4333333333333,73.34,0.583333333333333,0.06,0,0,0,0,1.77545454545455,2.79,"Yes","all_0_5"
"Y18H3100537P02",112.8,57,"male",1,17,"employed","55 to 59",57,"Not in Work Force","Agriculture, Forestry and Fishing","No",NA,0,0,0,0,0,0,14,2,"Yes","No","Yes",7.58333333333333,27.28,3.61666666666667,6.41,0,0,2.45,4.9,0,0,7.58333333333333,27.28,3.61666666666667,6.41,0,0,2.45,4.9,0,0,"Yes","all_0_5"
"Y18H3100537P03",172.06,27,"female",1,6,"employed","25 to 29",27,"Not in Work Force","Health Care and Social Assistance","Yes",NA,3,0,3,0,0,0,3,2,"Yes","No","No",9.1,58.81,5.36666666666667,3.94,0,0,0,0,0,0,9.1,58.81,5.36666666666667,3.94,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3100537P04",172.06,22,"female",1,4,"unemployed","20 tp 24",22,"Not in Work Force","Not in Work Force","No",NA,3,0,3,0,0,0,0.666666666666667,0,"No","Yes","Yes",3.96666666666667,19.15,0,0,0,0,0,0,0,0,3.96666666666667,19.15,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3100538P01",137.67,31,"female",1,8,"employed","30 to 34",32,"Professionals","Other Services","No",NA,0,0,0,0,0,0,4,2,"Yes","No","No",2.91666666666667,5.72,4.2,2.37,5.25,30.12,0,0,0,0,0,0,4.2,2.37,5.25,30.12,0,0,3.64,5.72,"Yes","all_0_5"
