"persid","hhid","age","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","SurveyPeriod","HomeSubRegion","HOMEPC","participant_wt","ses","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_base","walk_scen","walk_base_min"
"Y18H3040305P01","Y18H3040305",57,13,57,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - middle",3149,61.03,9,7,28.93,0,0,0,0,0,0,0,0,7,28.93,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040305P02","Y18H3040305",51,12,52,"female","employed","Yes",NA,"Sales Workers","Retail Trade","2017-18","MELB - middle",3149,59.09,9,14,66.22,0,0,0,0,0,0,0,0,14,66.22,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040305P03","Y18H3040305",28,7,27,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - middle",3149,96.13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040305P04","Y18H3040305",25,7,27,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - middle",3149,96.13,9,9.33333333333333,20.57,0,0,0,0,0,0,0,0,7.58333333333333,17.8,0,0,0,0,0,0,1.76272727272727,2.77,"No","No","No"
"Y18H3040306P01","Y18H3040306",61,14,62,"female","employed","No",NA,"Technicians and Trades Workers","Retail Trade","2017-18","MELB - middle",3149,124.03,9,1.16666666666667,3.78,5.6,2.94,0,0,0,0,0,0,0,0,12.215,6.72,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040308P01","Y18H3040308",41,10,42,"female","employed","No",NA,"Professionals","Information Media and Telecommunications","2017-18","MELB - middle",3149,65.61,9,7,9.89,0,0,0,0,0,0,0,0,0,0,17.3075,9.89,0,0,0,0,0,0,"No","Yes","No"
"Y18H3040308P02","Y18H3040308",38,9,37,"male","employed","Yes",NA,"Professionals","Information Media and Telecommunications","2017-18","MELB - middle",3149,74.73,9,1.16666666666667,3.06,0.583333333333333,0.1,7,36.84,0,0,0,0,0,0,5.93833333333333,3.16,7,36.84,0,0,0,0,"Yes","Yes","No"
"Y18H3040312P01","Y18H3040312",72,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,73.04,9,12.25,44.59,1.16666666666667,0.52,0,0,0,0,0,0,10.5,40.28,1.16666666666667,0.52,0,0,0,0,2.74272727272727,4.31,"Yes","Yes","No"
"Y18H3040312P02","Y18H3040312",54,12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,59.09,9,10.0333333333333,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73818181818182,12.16,"No","No","No"
"Y18H3040315P01","Y18H3040315",63,14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,58.84,9,4.31666666666667,12.66,0,0,0,0,0,0,0,0,1.75,5.48,4.48,2.56,0,0,0,0,2.94,4.62,"No","Yes","No"
"Y18H3040317P01","Y18H3040317",70,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,70.39,9,1.16666666666667,4.23,2.91666666666667,0.28,0,0,0,0,0,0,0,0,2.91666666666667,0.28,0,0,0,0,2.69181818181818,4.23,"Yes","Yes","Yes"
"Y18H3040318P01","Y18H3040318",25,7,27,"female","employed","Yes",NA,"Technicians and Trades Workers","Manufacturing","2017-18","MELB - middle",3149,93.11,9,6.41666666666667,35.84,4.66666666666667,2.53,6.53333333333333,26.64,0,0,0,0,6.41666666666667,35.84,4.66666666666667,2.53,6.53333333333333,26.64,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040319P01","Y18H3040319",84,18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,73.04,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040319P02","Y18H3040319",81,18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,70.73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040319P03","Y18H3040319",54,12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,59.09,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040323P01","Y18H3040323",64,14,62,"male","employed","No",NA,"Labourers","Construction","2017-18","MELB - middle",3148,59.22,7,15.5166666666667,96.21,0,0,0,0,0,0,0,0,11.4333333333333,91.2,2.905,1.66,0,0,0,0,2.13181818181818,3.35,"No","Yes","No"
"Y18H3040323P02","Y18H3040323",59,13,57,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance","2017-18","MELB - middle",3148,58.3,7,1.16666666666667,0.88,8.16666666666667,4.22,6.53333333333333,35.78,0,0,0,0,0,0,9.70666666666667,5.1,6.53333333333333,35.78,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040323P03","Y18H3040323",33,8,32,"male","employed","No",NA,"Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - middle",3148,75.21,7,0,0,5.25,2.04,1.75,10.86,0,0,0,0,0,0,5.25,2.04,1.75,10.86,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040324P01","Y18H3040324",57,13,57,"male","employed","Yes",NA,"Managers","Accommodation and Food Services","2017-18","MELB - middle",3149,60.74,9,0,0,5.83333333333333,6.18,6.41666666666667,36.66,0,0,0,0,0,0,5.83333333333333,6.18,6.41666666666667,36.66,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040324P02","Y18H3040324",56,13,57,"female","employed","No",NA,"Professionals","Education and Training","2017-18","MELB - middle",3149,58.82,9,7,25.85,0,0,0,0,0,0,0,0,4.66666666666667,17.35,0,0,0,0,0,0,5.40909090909091,8.5,"No","No","No"
"Y18H3040324P03","Y18H3040324",23,6,22,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,92.65,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040324P04","Y18H3040324",18,5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,71.81,9,4.08333333333333,17.35,0,0,0,0,0,0,0,0,4.08333333333333,17.35,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040325P01","Y18H3040325",46,11,47,"male","employed","Yes",NA,"Managers","Accommodation and Food Services","2017-18","MELB - middle",3149,69.14,9,3.5,21.22,0,0,0,0,0,0,0,0,3.5,21.22,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040325P02","Y18H3040325",40,10,42,"female","employed","Yes",NA,"Managers","Accommodation and Food Services","2017-18","MELB - middle",3149,66.96,9,16.3333333333333,75.15,0,0,0,0,0,0,0,0,12.8333333333333,64.1,0,0,0,0,0,0,7.03181818181818,11.05,"No","No","No"
"Y18H3040326P01","Y18H3040326",67,15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,60.03,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040326P02","Y18H3040326",66,15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,58.13,9,3.5,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02090909090909,7.89,"No","No","No"
"Y18H3040329P01","Y18H3040329",65,15,67,"male","employed","Yes",NA,"Technicians and Trades Workers","Manufacturing","2017-18","MELB - middle",3149,58.84,9,5.83333333333333,24.9,0,0,0,0,0,0,0,0,5.83333333333333,24.9,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040329P02","Y18H3040329",63,14,62,"female","employed","No",NA,"Clerical and Administrative Workers","Manufacturing","2017-18","MELB - middle",3149,56.98,9,16.9166666666667,58.56,0,0,0,0,0,0,0,0,12.8333333333333,46.56,0,0,0,0,0,0,7.63636363636364,12,"No","No","No"
"Y18H3040330P01","Y18H3040330",52,12,52,"male","employed","Yes",NA,"Professionals","Information Media and Telecommunications","2017-18","MELB - middle",3148,60.2,7,0,0,7,4.1,0,0,0,0,0,0,0,0,7,4.1,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040330P02","Y18H3040330",50,12,52,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance","2017-18","MELB - middle",3148,58.3,7,4.08333333333333,11.72,7,4.1,0,0,0,0,0,0,4.08333333333333,11.72,7,4.1,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040330P03","Y18H3040330",23,6,22,"male","employed","No",NA,"Sales Workers","Retail Trade","2017-18","MELB - middle",3148,94.83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040330P04","Y18H3040330",20,6,22,"female","employed","No",NA,"Sales Workers","Retail Trade","2017-18","MELB - middle",3148,91.83,7,6.65,11.58,7,4.1,0,0,0,0,0,0,6.65,11.58,7,4.1,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040332P01","Y18H3040332",44,10,42,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - middle",3148,69.14,7,21,85.78,0,0,0,0,0,0,0,0,21,85.78,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040335P01","Y18H3040335",63,14,62,"male","employed","Yes",NA,"Professionals","Professional, Scientific and Technical Services","2017-18","MELB - middle",3149,135.85,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040335P02","Y18H3040335",57,13,57,"female","employed","No",NA,"Sales Workers","Retail Trade","2017-18","MELB - middle",3149,141.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040335P03","Y18H3040335",26,7,27,"male","employed","No","Full time","Community and Personal Service Workers","Public Administration and Safety","2017-18","MELB - middle",3149,233.52,9,3.61666666666667,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7863636363636,16.95,"No","No","No"
"Y18H3040335P04","Y18H3040335",25,7,27,"female","employed","No",NA,"Sales Workers","Accommodation and Food Services","2017-18","MELB - middle",3149,222.14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040335P05","Y18H3040335",19,5,17,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,190.73,9,1.28333333333333,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42181818181818,8.52,"No","No","No"
"Y18H3040339P01","Y18H3040339",73,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,70.75,9,19.8333333333333,48.02,0,0,0,0,0,0,0,0,16.9166666666667,45.08,5.145,2.94,0,0,0,0,0,0,"No","Yes","No"
"Y18H3040339P02","Y18H3040339",37,9,37,"female","employed","No",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","MELB - middle",3149,73.84,9,11.4333333333333,63.25,0,0,0,0,0,0,0,0,9.33333333333333,57.88,0,0,0,0,0,0,3.41727272727273,5.37,"No","No","No"
"Y18H3040340P01","Y18H3040340",46,11,47,"male","employed","Yes",NA,"Professionals","Transport, Postal and Warehousing","2017-18","MELB - middle",3149,69.12,9,8.16666666666667,21.11,0,0,0,0,0,0,0,0,1.16666666666667,6.73,0,0,0,0,0,0,9.15090909090909,14.38,"No","No","No"
"Y18H3040340P02","Y18H3040340",45,11,47,"female","employed","Yes",NA,"Clerical and Administrative Workers","Other Services","2017-18","MELB - middle",3149,66.94,9,0,0,7.23333333333333,5.73,8.98333333333333,36.88,0,0,0,0,0,0,7.23333333333333,5.73,8.98333333333333,36.88,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040340P03","Y18H3040340",19,5,17,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,74.51,9,0,0,10.3833333333333,8.21,10.5,47.64,0,0,0,0,0,0,10.3833333333333,8.21,10.5,47.64,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040341P01","Y18H3040341",58,13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,135.53,9,1.4,1.9,0,0,0,0,0,0,0,0,0,0,3.325,1.9,0,0,0,0,0,0,"No","Yes","No"
"Y18H3040341P02","Y18H3040341",24,6,22,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,213.21,9,2.91666666666667,12.64,0,0,0,0,0,0,0,0,2.91666666666667,12.64,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040342P01","Y18H3040342",55,13,57,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - middle",3149,148.44,9,15.75,81.48,0,0,0,0,0,0,0,0,14,77.62,0,0,0,0,0,0,2.45636363636364,3.86,"No","No","No"
"Y18H3040342P02","Y18H3040342",43,10,42,"female","unemployed","No","Part time","Not in Work Force","Not in Work Force","2017-18","MELB - middle",3149,164.44,9,2.91666666666667,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55545454545454,8.73,"No","No","No"
"Y18H3040401P01","Y18H3040401",67,15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,67.86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040401P02","Y18H3040401",59,13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,66.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040401P03","Y18H3040401",24,6,22,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - outer",3064,108.67,3,0,0,7,3.84,0,0,0,0,0,0,0,0,7,3.84,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040401P04","Y18H3040401",23,6,22,"male","employed","Yes",NA,"Technicians and Trades Workers","Electricity, Gas, Water and Waste Services","2017-18","MELB - outer",3064,108.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040403P01","Y18H3040403",49,11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","MELB - outer",3064,79.34,3,7.58333333333333,56.44,0,0,0,0,0,0,0,0,7.58333333333333,56.44,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040403P02","Y18H3040403",45,11,47,"female","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - outer",3064,76.83,3,7.93333333333333,28.18,0,0,0,0,0,0,0,0,7.93333333333333,28.18,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040403P03","Y18H3040403",19,5,17,"female","employed","No","Part time","Clerical and Administrative Workers","Health Care and Social Assistance","2017-18","MELB - outer",3064,82.82,3,2.21666666666667,8.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49181818181818,8.63,"No","No","No"
"Y18H3040404P01","Y18H3040404",67,15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,69.25,3,12.6,33.92,0,0,0,0,0,0,0,0,12.6,33.92,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040404P02","Y18H3040404",65,15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,67.05,3,6.76666666666667,18.95,0,0,0,0,0,0,0,0,6.76666666666667,18.95,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040404P03","Y18H3040404",33,8,32,"male","employed","No",NA,"Labourers","Other Services","2017-18","MELB - outer",3064,87.94,3,3.5,9.52,12.8333333333333,10.07,0.583333333333333,4.79,0,0,0,0,3.5,9.52,12.8333333333333,10.07,0.583333333333333,4.79,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040405P01","Y18H3040405",57,13,57,"male","employed","Yes",NA,"Professionals","Construction","2017-18","MELB - outer",3064,70.38,3,17.15,79.61,0,0,0,0,0,0,0,0,17.15,79.61,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040405P02","Y18H3040405",55,13,57,"female","employed","No",NA,"Professionals","Education and Training","2017-18","MELB - outer",3064,68.15,3,7.23333333333333,57.55,0,0,0,0,0,0,0,0,7.23333333333333,57.55,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040407P01","Y18H3040407",65,15,67,"female","employed","Yes",NA,"Labourers","Transport, Postal and Warehousing","2017-18","MELB - outer",3064,160.38,3,5.71666666666667,28.56,0,0,0,0,0,0,0,0,5.71666666666667,28.56,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040407P02","Y18H3040407",49,11,47,"male","employed","Yes",NA,"Labourers","Transport, Postal and Warehousing","2017-18","MELB - outer",3064,214.55,3,7,79.08,0,0,0,0,0,0,0,0,7,79.08,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040407P03","Y18H3040407",52,12,52,"male","employed","Yes",NA,"Labourers","Other Services","2017-18","MELB - outer",3064,184.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040409P01","Y18H3040409",56,13,57,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,69.43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040409P02","Y18H3040409",54,12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,67.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040409P03","Y18H3040409",27,7,27,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,105.9,3,12.25,28.2,0,0,0,0,0,0,0,0,12.25,28.2,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040409P04","Y18H3040409",25,7,27,"female","employed","Yes",NA,"Not in Work Force","Retail Trade","2017-18","MELB - outer",3064,105.9,3,9.33333333333333,13.24,0,0,0,0,0,0,0,0,9.33333333333333,13.24,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040410P01","Y18H3040410",65,15,67,"male","employed","Yes",NA,"Community and Personal Service Workers","Retail Trade","2017-18","MELB - outer",3064,68.9,3,56,745.91,0,0,0,0,0,0,0,0,56,745.91,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040410P02","Y18H3040410",60,14,62,"female","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - outer",3064,66.72,3,4.66666666666667,10.68,0,0,0,0,0,0,0,0,0,0,3.115,1.78,0,0,0,0,5.66363636363636,8.9,"No","Yes","No"
"Y18H3040410P03","Y18H3040410",21,6,22,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,106.84,3,2.68333333333333,6.12,2.33333333333333,1.02,19.8333333333333,89.63,0,0,0,0,0,0,2.33333333333333,1.02,19.8333333333333,89.63,0,0,3.89454545454545,6.12,"Yes","Yes","Yes"
"Y18H3040414P01","Y18H3040414",47,11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,214.55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040414P02","Y18H3040414",41,10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,204.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040414P03","Y18H3040414",20,6,22,"male","employed","Yes",NA,"Technicians and Trades Workers","Electricity, Gas, Water and Waste Services","2017-18","MELB - outer",3064,289.83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040415P01","Y18H3040415",63,14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,67.86,3,3.5,3.67,0,0,0,0,0,0,0,0,0,0,6.4225,3.67,0,0,0,0,0,0,"No","Yes","No"
"Y18H3040415P02","Y18H3040415",55,13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,66.8,3,4.66666666666667,6.51,0,0,0,0,0,0,0,0,0,0,6.1425,3.51,0,0,0,0,1.90909090909091,3,"No","Yes","No"
"Y18H3040417P01","Y18H3040417",63,14,62,"female","employed","Yes",NA,"Clerical and Administrative Workers","Transport, Postal and Warehousing","2017-18","MELB - outer",3064,66.72,3,8.63333333333333,22.81,0,0,0,0,0,0,0,0,4.08333333333333,11.77,0,0,0,0,0,0,7.02545454545455,11.04,"No","No","No"
"Y18H3040417P02","Y18H3040417",57,13,57,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,70.05,3,1.16666666666667,2.77,3.5,2.92,10.0333333333333,48.5,0,0,0,0,0,0,3.5,2.92,10.0333333333333,48.5,0,0,1.76272727272727,2.77,"Yes","Yes","Yes"
"Y18H3040417P03","Y18H3040417",26,7,27,"female","employed","No","Part time","Not in Work Force","Financial and Insurance Services","2017-18","MELB - outer",3064,106.84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040417P04","Y18H3040417",20,6,22,"female","employed","No","Part time","Professionals","Not in Work Force","2017-18","MELB - outer",3064,106.84,3,16.2166666666667,65.97,0,0,0,0,0,0,0,0,14.4666666666667,64.47,2.625,1.5,0,0,0,0,0,0,"No","Yes","No"
"Y18H3040417P05","Y18H3040417",52,12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3064,67.83,3,4.08333333333333,11.77,0,0,0,0,0,0,0,0,4.08333333333333,11.77,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040419P01","Y18H3040419",60,14,62,"male","employed","No",NA,"Labourers","Mining","2017-18","MELB - outer",3064,69.23,3,7,12.31,0,0,0,0,0,0,0,0,7,12.31,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040419P02","Y18H3040419",26,7,27,"male","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - outer",3064,110.86,3,7,60.69,0,0,0,0,0,0,0,0,7,60.69,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040419P03","Y18H3040419",50,12,52,"female","employed","No",NA,"Professionals","Education and Training","2017-18","MELB - outer",3064,68.15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040419P04","Y18H3040419",24,6,22,"male","employed","No","Full time","Labourers","Administrative and Support Services","2017-18","MELB - outer",3064,110.86,3,0,0,5.36666666666667,1.63,17.85,52.4,0,0,0,0,0,0,5.36666666666667,1.63,17.85,52.4,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040421P01","Y18H3040421",39,9,37,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - outer",3064,262.41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040422P01","Y18H3040422",80,18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3063,82.57,9,0,0,3.5,1.56,0,0,0,0,0,0,0,0,3.5,1.56,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040422P02","Y18H3040422",70,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3063,79.95,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040423P01","Y18H3040423",33,8,32,"female","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - outer",3063,83.98,9,3.15,18.31,8.51666666666667,6.48,10.2666666666667,56.18,0,0,0,0,3.15,18.31,8.51666666666667,6.48,10.2666666666667,56.18,0,0,0,0,"Yes","Yes","Yes"
"Y18H3040423P02","Y18H3040423",29,7,27,"male","employed","Yes",NA,"Professionals","Arts and Recreation Services","2017-18","MELB - outer",3063,109.36,9,10.5,48.99,0,0,0,0,0,0,0,0,10.5,48.99,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040424P01","Y18H3040424",71,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3063,81.18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040426P01","Y18H3040426",65,15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3063,67.04,9,9.91666666666667,45.86,0,0,0,0,0,0,0,0,7.58333333333333,37.57,0,0,0,0,0,0,5.27545454545455,8.29,"No","No","No"
"Y18H3040426P02","Y18H3040426",71,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3063,84.23,9,9.91666666666667,45.86,0,0,0,0,0,0,0,0,7.58333333333333,37.57,0,0,0,0,0,0,5.27545454545455,8.29,"No","No","No"
"Y18H3040428P01","Y18H3040428",64,14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3063,160.38,9,2.33333333333333,23.94,0,0,0,0,0,0,0,0,2.33333333333333,23.94,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040431P01","Y18H3040431",48,11,47,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - outer",3063,79.34,9,20.4166666666667,102.46,0,0,0,0,0,0,0,0,20.4166666666667,102.46,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040431P02","Y18H3040431",41,10,42,"female","employed","Yes",NA,"Community and Personal Service Workers","Public Administration and Safety","2017-18","MELB - outer",3063,76.83,9,20.7666666666667,101.66,0,0,0,0,0,0,0,0,18.0833333333333,98.79,5.0225,2.87,0,0,0,0,0,0,"No","Yes","No"
"Y18H3040432P01","Y18H3040432",26,7,27,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - outer",3063,110.89,9,7.35,37.29,1.05,0.68,7.58333333333333,30.74,0,0,0,0,7.35,37.29,1.05,0.68,7.58333333333333,30.74,0,0,0,0,"Yes","Yes","No"
"Y18H3040432P02","Y18H3040432",30,8,32,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3063,87.94,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040432P03","Y18H3040432",28,7,27,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3063,110.89,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3040433P01","Y18H3040433",50,12,52,"male","employed","Yes",NA,"Professionals","Other Services","2017-18","MELB - outer",3063,70.38,9,9.33333333333333,64.27,0,0,0,0,0,0,0,0,9.33333333333333,64.27,0,0,0,0,0,0,0,0,"No","No","No"
